Timestamp,cpu_usage,memory_usage,disk_io,network_latency,pod_restarts,failure_type
2025-03-11T00:29:14Z,0.44166125004134,0.4833732948557,0.25501336992898,473,0,NetworkIssue
2025-03-11T00:30:14Z,0.37965867755412,0.66468463691246,0.2579760925135,159,1,NoFailure
2025-03-11T00:31:15Z,0.87045563690179,0.68912668551353,0.41859082554299,401,2,ResourceExhaustion
2025-03-11T00:32:15Z,0.49730055505241,0.60087301314368,0.16880384546339,266,0,NoFailure
2025-03-11T00:33:16Z,0.28845781420882,0.39174018100755,0.34664696909363,251,1,NoFailure
2025-03-11T00:34:16Z,0.66450898242064,0.10463568621048,0.37282381073059,440,1,NetworkIssue
2025-03-11T00:35:17Z,0.2558312700058,0.40095698039905,0.28578488263982,75,1,NoFailure
2025-03-11T00:36:17Z,0.54177271900095,0.43913102578921,0.38930678269868,107,3,NoFailure
2025-03-11T00:37:17Z,0.10806597522404,0.437414206562,0.31476518405374,273,1,NoFailure
2025-03-11T00:38:18Z,0.23436279022031,0.62371127139558,0.42171299211561,71,1,NoFailure
2025-03-11T00:39:18Z,0.53937224717382,0.89713528220297,0.14777946950741,266,0,NoFailure
2025-03-11T00:40:19Z,0.64769331599908,0.52470584036822,0.26512247389931,271,1,NoFailure
2025-03-11T00:41:19Z,0.53427365623799,0.45665364216871,0.2928186857149,144,2,NoFailure
2025-03-11T00:42:20Z,0.47687034352235,0.44815563739918,0.032779261552865,220,1,NoFailure
2025-03-11T00:43:20Z,0.43977926088214,0.52487695338154,0.19140472664215,493,1,NetworkIssue
2025-03-11T00:44:21Z,0.20429560192651,0.33434124793032,0.21864007456412,407,0,NetworkIssue
2025-03-11T00:45:21Z,0.35603115832106,0.52403971174921,0.39482059948233,380,0,NoFailure
2025-03-11T00:46:22Z,0.40787224580804,0.59016246726636,0.22931566536854,151,1,NoFailure
2025-03-11T00:47:22Z,0.71142444524378,0.5419372127149,0.2181921012694,196,1,NoFailure
2025-03-11T00:48:23Z,0.56872365791369,0.59150838680096,0.38174857806562,71,1,NoFailure
2025-03-11T00:49:23Z,0.14739196892745,0.58674952186971,0.13820893542099,53,1,NoFailure
2025-03-11T00:50:24Z,0.56481679387896,0.14562066355071,0.092875593255643,41,1,NoFailure
2025-03-11T00:51:24Z,0.42298354391674,0.62737403167908,0.26384076999307,160,1,NoFailure
2025-03-11T00:52:25Z,0.36461559993881,0.36579703086751,0.15522932319216,338,2,NoFailure
2025-03-11T00:53:25Z,0.62233525776817,0.28083216739921,0.15903207053404,290,0,ServiceDisruption
2025-03-11T00:54:26Z,0.70619990449919,0.279109634429,0.3573433791688,187,1,NoFailure
2025-03-11T00:55:26Z,0.68625602382324,0.58670832209451,0.38759738379126,57,1,NoFailure
2025-03-11T00:56:27Z,0.33215649535547,0.45548501455503,0.37888642158521,380,0,NoFailure
2025-03-11T00:57:27Z,0.43815752482976,0.16360624320292,0.41087766603072,265,1,NoFailure
2025-03-11T00:58:28Z,0.56625268628071,0.59560756303846,0.42411343200148,254,1,NoFailure
2025-03-11T00:59:28Z,0.69510902542447,0.21207837384023,0.087140979117307,74,0,NoFailure
2025-03-11T01:00:29Z,0.40416515243094,0.52796427170364,0.34504119599295,447,0,NetworkIssue
2025-03-11T01:01:29Z,0.46286820466724,0.54769978513461,0.24703918004304,392,1,NoFailure
2025-03-11T01:02:30Z,0.27873300519879,0.67711541633901,0.22525757540096,139,0,NoFailure
2025-03-11T01:03:30Z,0.26075867518387,0.85633695729337,0.35604146322087,85,0,NoFailure
2025-03-11T01:04:31Z,0.66250516447884,0.22706473481989,0.12697045201042,341,0,NoFailure
2025-03-11T01:05:31Z,0.77124800571416,0.48950522878739,0.12488913941277,446,1,NetworkIssue
2025-03-11T01:06:32Z,0.48559797568393,0.44473294099116,0.36335727440817,347,1,NoFailure
2025-03-11T01:07:32Z,0.7007065795784,0.58674993719219,0.34877860175109,185,1,NoFailure
2025-03-11T01:08:33Z,0.57232720500953,0.54313375418672,0.31367326558715,229,0,NoFailure
2025-03-11T01:09:33Z,0.37097604907898,0.42949075145268,0.21200865952769,432,1,NetworkIssue
2025-03-11T01:10:34Z,0.57227912110168,0.41181956227783,0.37438296345821,94,0,NoFailure
2025-03-11T01:11:34Z,0.80760731329319,0.27670982896319,0.36803028920605,459,1,NetworkIssue
2025-03-11T01:12:34Z,0.49283479217801,0.6975723164813,0.30853045150475,153,0,NoFailure
2025-03-11T01:13:35Z,0.8129287311628,0.59184083631991,0.18226789587302,284,0,NoFailure
2025-03-11T01:14:35Z,0,0.68355363955903,0.25747516542705,425,1,NetworkIssue
2025-03-11T01:15:36Z,0.66438050087504,0.4379207727049,0.38378336775244,193,0,NoFailure
2025-03-11T01:16:36Z,0.51740941364763,0.36863290626111,0.43271912228018,262,0,NoFailure
2025-03-11T01:17:37Z,0.44019852990683,0.28433698667415,0.26734633966237,108,2,NoFailure
2025-03-11T01:18:37Z,0.5183521553071,0.57178351674813,0.27503270321917,269,3,NoFailure
2025-03-11T01:19:38Z,0.10248621707982,0.29204135509435,0.28383108919749,50,0,NoFailure
2025-03-11T01:20:38Z,0.4560656224325,0.86973261379331,0.3274893008911,296,0,NoFailure
2025-03-11T01:21:39Z,0.57142251430235,0.23847148378131,0.241893269994,57,1,NoFailure
2025-03-11T01:22:39Z,0.7955788089483,0.5547320238425,0.010581494242842,327,2,NoFailure
2025-03-11T01:23:40Z,0.39634595634527,0.81337094144276,0.41927690016471,422,1,NetworkIssue
2025-03-11T01:24:40Z,0.33830127942136,0.61981795185276,0.47946889471625,157,0,NoFailure
2025-03-11T01:25:41Z,0.39964859128309,0.53513474249836,0.23876001403943,449,1,NetworkIssue
2025-03-11T01:26:41Z,0.68308042354041,0.30630327060762,0.19333466310812,95,2,ServiceDisruption
2025-03-11T01:27:42Z,0.56575022193194,0.22364616228646,0.28628994776098,358,1,NoFailure
2025-03-11T01:28:42Z,0.39404795924659,0.65401002178352,0.28124961162712,272,1,NoFailure
2025-03-11T01:29:43Z,0.60265348662267,0.80122944815499,0.3995518577163,469,1,NetworkIssue
2025-03-11T01:30:43Z,0.51941550986961,0.41223000190437,0.3054639441645,98,2,NoFailure
2025-03-11T01:31:44Z,0.69372899810658,0.27218769847673,0.22073771696288,57,0,NoFailure
2025-03-11T01:32:44Z,0.35958938122453,0.0083661138901962,0.1681590549442,337,2,NoFailure
2025-03-11T01:33:45Z,0.43446757068045,0.30384703126749,0.38656341848197,347,0,NoFailure
2025-03-11T01:34:45Z,0.42157836937357,0.47726863150019,0.35995112411642,449,1,NetworkIssue
2025-03-11T01:35:46Z,0.20729701037358,0.81982464816735,0.40605598780918,182,1,NoFailure
2025-03-11T01:36:46Z,0.55922405541292,0.63462673844659,0.20318132492789,377,1,NoFailure
2025-03-11T01:37:47Z,0.55221105443598,0.56101708094135,0.48384368995283,446,1,NetworkIssue
2025-03-11T01:38:47Z,0.50102269132849,0.41997606773977,0.12563054929428,147,0,NoFailure
2025-03-11T01:39:48Z,0.45308257332497,0.38336685654881,0.37096010214015,177,1,NoFailure
2025-03-11T01:40:48Z,0.21692585158992,0.78112951950159,0.10904172328031,348,2,NoFailure
2025-03-11T01:41:49Z,0.41587093544693,0.54014770815168,0.22096686183015,338,1,NoFailure
2025-03-11T01:42:49Z,0.43145709669465,0.079479861615795,0.4561022930448,433,2,NetworkIssue
2025-03-11T01:43:50Z,0.33954454615568,0.36529207042055,0.3831364254476,388,0,NoFailure
2025-03-11T01:44:50Z,0.4677428576668,0.32835679364567,0.24537795845128,102,3,NoFailure
2025-03-11T01:45:51Z,0.58081017136291,0.39074719816451,0.24811629571783,432,1,NetworkIssue
2025-03-11T01:46:51Z,0.87723718024211,0.61258213205702,0.31006221108354,469,1,ResourceExhaustion
2025-03-11T01:47:52Z,0.53491556256637,0.47851102364115,0.35141409907607,495,1,NetworkIssue
2025-03-11T01:48:52Z,0.55151007814455,0.48462691859927,0.42515793826827,475,1,NetworkIssue
2025-03-11T01:49:52Z,0.48511081684677,0.76269463226505,0.25437659953915,236,1,NoFailure
2025-03-11T01:50:53Z,0.11624575694019,0.36070778204266,0.13882149365128,221,2,NoFailure
2025-03-11T01:51:53Z,0.49469722491016,0.87283990517747,0.31569686270488,297,1,NoFailure
2025-03-11T01:52:54Z,0.51204604198821,0.36573848172578,0.25425691624916,438,1,NetworkIssue
2025-03-11T01:53:54Z,0.99264842249706,0.51783963932251,0.16993662952516,445,0,ResourceExhaustion
2025-03-11T01:54:55Z,0.46152780704378,0.44375928091945,0.32976689153128,171,2,NoFailure
2025-03-11T01:55:55Z,0.56030946846672,0.52468382670019,0.27868862459072,45,1,NoFailure
2025-03-11T01:56:56Z,0.49305764605895,0.58891839901463,0.33065122064698,434,2,NetworkIssue
2025-03-11T01:57:56Z,0.26626439247609,0.58676704801778,0.21055557998128,362,0,NoFailure
2025-03-11T01:58:57Z,0.728564562903,0.34937653387588,0.34867105303255,273,1,NoFailure
2025-03-11T01:59:57Z,0.65038660653735,0.27541706451049,0.1682901803245,405,0,NetworkIssue
2025-03-11T02:00:58Z,0.65820638940861,1,0.21722686103034,270,1,ResourceExhaustion
2025-03-11T02:01:58Z,0.31812250904105,0.40320313207989,0.27570857689127,186,2,ServiceDisruption
2025-03-11T02:02:59Z,0.78055886218722,0.6398424877344,0.47418184149597,372,0,NoFailure
2025-03-11T02:03:59Z,0.21962978744154,0.17847173789536,0.37848253685485,491,1,NetworkIssue
2025-03-11T02:05:00Z,0.61737141876005,0.44407745601906,0.40771925042678,159,0,NoFailure
2025-03-11T02:06:00Z,0.938091125162,0.47456012320351,0.44170770333431,248,0,ResourceExhaustion
2025-03-11T02:07:01Z,0.30189273497386,0.59456301398557,0.66028321358109,92,1,NoFailure
2025-03-11T02:08:01Z,0.38674045407945,0,0.30415890675584,447,0,NetworkIssue
2025-03-11T02:09:02Z,0.51993027301753,0.53322812261567,0.44204009231299,318,1,NoFailure
2025-03-11T02:10:02Z,0.39930486917676,0.27005170892642,0.40126352544019,255,0,NoFailure
2025-03-11T02:11:03Z,0.18986731378677,0.56486914223898,0.39960325033075,214,0,NoFailure
2025-03-11T02:12:03Z,0.51371259496121,0.29273416063237,0.47742396180402,490,2,NetworkIssue
2025-03-11T02:13:04Z,0.28753925725478,0.32890346081488,0.25806869690155,107,2,NoFailure
2025-03-11T02:14:04Z,0.59471848612704,0.44527447792135,0.25013149760636,116,2,NoFailure
2025-03-11T02:15:05Z,0.31611515315324,0.28953410607936,0.33197655134819,497,0,NetworkIssue
2025-03-11T02:16:05Z,0.80998688100351,0.40489311065293,0.28173002280781,185,1,NoFailure
2025-03-11T02:17:06Z,0.34334934153275,0.26132484629134,0.33185008529982,469,0,NetworkIssue
2025-03-11T02:18:06Z,0.43558769675886,0.13336590966025,0.4562748785053,315,1,NoFailure
2025-03-11T02:19:07Z,0.66270344347393,0.70359141048587,0.25218532772937,425,1,NetworkIssue
2025-03-11T02:20:07Z,0.25382713671321,0.24079026143521,0.26953210374063,222,0,ServiceDisruption
2025-03-11T02:21:08Z,0.54549198692083,0.4642638224784,0.31743110035266,466,3,NetworkIssue
2025-03-11T02:22:08Z,0.76142855085649,0.65057821629876,0.27716815739748,206,3,NoFailure
2025-03-11T02:23:09Z,0.17850335308775,0.37701117949679,0.10859941719865,479,2,NetworkIssue
2025-03-11T02:24:09Z,0.53692677170646,0.33496682005089,0.24198723573011,294,0,NoFailure
2025-03-11T02:25:09Z,0.55197655884968,0.54524761773348,0.36873732422375,39,2,NoFailure
2025-03-11T02:26:10Z,0.65636457435546,0.72358676454543,0.44375467509326,394,2,NoFailure
2025-03-11T02:27:10Z,0.25260985782438,0.26613694698271,0.18453814324623,92,0,NoFailure
2025-03-11T02:28:11Z,0.23590867738314,0.46997043359651,0.18407176007692,446,1,NetworkIssue
2025-03-11T02:29:11Z,0.60438831312338,0.15350108100653,0.30302338027173,461,0,NetworkIssue
2025-03-11T02:30:12Z,0.55939693464664,0.42135979926356,0.092440493512216,357,0,NoFailure
2025-03-11T02:31:12Z,0.55009857006918,0.50684093690762,0.25550297970129,380,1,NoFailure
2025-03-11T02:32:13Z,0.5692896418994,0.32907507164899,0.12639579404486,329,0,NoFailure
2025-03-11T02:33:13Z,0.3639950556843,0.40860163323495,0.43690612998425,101,0,NoFailure
2025-03-11T02:34:14Z,0.5464507394322,0.21835464633851,0.22306688456496,315,0,NoFailure
2025-03-11T02:35:14Z,0.55861449465974,0.5154157222763,0.4652834186339,375,0,NoFailure
2025-03-11T02:36:15Z,0.35712971639473,0.71113884977663,0.41135213534583,46,0,NoFailure
2025-03-11T02:37:15Z,0.87315490222895,0.28057122604591,0.23536827023026,160,1,ResourceExhaustion
2025-03-11T02:38:16Z,0.59476658418236,0.37546564668952,0.19280403631539,66,0,NoFailure
2025-03-11T02:39:16Z,0.26173930055947,0.60050924929084,0.28064542508324,475,2,NetworkIssue
2025-03-11T02:40:17Z,0.63131072172677,0.74241814386455,0.28953533757418,131,2,NoFailure
2025-03-11T02:41:17Z,0.30506366595454,0.20136203755821,0.33461469439524,254,1,NoFailure
2025-03-11T02:42:18Z,0.65741692074849,0.46624305251681,0.22234567104698,170,0,NoFailure
2025-03-11T02:43:18Z,0.73171911580148,0.55662616446391,0.37463948735222,394,2,NoFailure
2025-03-11T02:44:19Z,0.33586353632966,0.47958872187423,0.32653280549999,334,1,NoFailure
2025-03-11T02:45:19Z,0.69267522584886,0.0046415866245825,0.26596048432841,352,0,NoFailure
2025-03-11T02:46:20Z,0.5825561853873,0.60021800186175,0.2287959344582,145,0,NoFailure
2025-03-11T02:47:20Z,0.6644120319989,0.80386727021813,0.28151150169013,26,0,NoFailure
2025-03-11T02:48:21Z,0.87935859653079,0.5233323502339,0.21830987481724,69,1,ResourceExhaustion
2025-03-11T02:49:21Z,0.45092237679943,0.29377878934115,0.30584386948836,379,1,NoFailure
2025-03-11T02:50:22Z,0.3492527671285,0.39737455072714,0.30854386852199,85,0,NoFailure
2025-03-11T02:51:22Z,0.3220971140749,0.85398261353112,0.32617072834763,406,2,NetworkIssue
2025-03-11T02:52:23Z,0.33683794300691,0.68199250817211,0.47662424096719,381,1,ServiceDisruption
2025-03-11T02:53:23Z,0.48457965811718,0.62800532367687,0.28675552803004,186,2,NoFailure
2025-03-11T02:54:24Z,0.56823039496333,0.57128251670688,0.40045978671245,490,0,NetworkIssue
2025-03-11T02:55:24Z,0.555338159866,0.36777257756181,0.32295873969757,271,1,ServiceDisruption
2025-03-11T02:56:25Z,0.6654366498072,0.45988576386885,0.27617556981015,282,2,NoFailure
2025-03-11T02:57:25Z,0.50260037837558,0.4844154528643,0.28808407300488,215,0,NoFailure
2025-03-11T02:58:26Z,0.79070681543146,0.60991486321289,0.29411735908319,202,2,NoFailure
2025-03-11T02:59:26Z,0.44706863335241,0.80178377885338,0.32797677077282,283,1,NoFailure
2025-03-11T03:00:27Z,1,0.72366762735863,0.2040679234781,307,0,ResourceExhaustion
2025-03-11T03:01:27Z,0.625133469553,0.21612312884079,0.1534659616555,294,2,NoFailure
2025-03-11T03:02:27Z,0.32856848871674,0.54479899378021,0.36542973934743,137,2,NoFailure
2025-03-11T03:03:28Z,0.28582150038778,0.64735266903358,0.38981238325813,415,0,NetworkIssue
2025-03-11T03:04:28Z,0.59649448304864,0.62377206602893,0.37456358328028,332,1,NoFailure
2025-03-11T03:05:29Z,0.45530744293483,0.37415324732252,0.31549720185565,413,3,NetworkIssue
2025-03-11T03:06:29Z,0.64280009881842,1,0.37672246274533,481,0,ResourceExhaustion
2025-03-11T03:07:30Z,0.59464752491471,0.24458308753378,0.37134290260171,366,1,NoFailure
2025-03-11T03:08:30Z,0.48543421746863,0.28336231066679,0.3787629358955,296,3,NoFailure
2025-03-11T03:09:31Z,0.33064125638632,0.54671901625232,0.21404591786579,423,1,NetworkIssue
2025-03-11T03:10:31Z,0.19703055506283,0.92336061099277,0.19030482028454,396,0,ResourceExhaustion
2025-03-11T03:11:32Z,0.4106970095866,0.33276102985917,0.26114307532477,151,0,NoFailure
2025-03-11T03:12:32Z,0.67127975886469,0.4468343268706,0.29826158904573,166,0,NoFailure
2025-03-11T03:13:33Z,0.54281874882604,0.71545873460314,0.27580788728677,48,1,NoFailure
2025-03-11T03:14:33Z,0.2508522442576,0.49642756902245,0.11233096686621,346,1,NoFailure
2025-03-11T03:15:34Z,0.53463618517024,0.43307922909394,0.47216926121351,339,3,NoFailure
2025-03-11T03:16:34Z,0.57706347594577,0.61312658037734,0.27259540111143,244,1,NoFailure
2025-03-11T03:17:35Z,0.32322851275977,0.55450359804592,0.3172704416577,475,3,NetworkIssue
2025-03-11T03:18:35Z,0.53074502118911,0.70608775712736,0.42445489907631,158,1,NoFailure
2025-03-11T03:19:36Z,0.5116417436892,0.75829377781307,0.065502773047879,308,2,NoFailure
2025-03-11T03:20:36Z,0.27140594043388,0.56140061200107,0.24883061280883,300,1,NoFailure
2025-03-11T03:21:37Z,0.57155747206966,0.55834654507566,0.26128827264202,436,2,NetworkIssue
2025-03-11T03:22:37Z,0.61215690527365,0.54282219645723,0.26636899545494,45,1,NoFailure
2025-03-11T03:23:38Z,0.71661024863506,0.59782611132986,0.2826513409286,311,0,NoFailure
2025-03-11T03:24:38Z,0.71076041040698,0.51103412757429,0.44471347984448,286,1,NoFailure
2025-03-11T03:25:39Z,0.22446612640858,0.49987830353554,0.36734588757272,305,2,NoFailure
2025-03-11T03:26:39Z,0.31243499201698,0.73932542416545,0.39580352686288,332,1,NoFailure
2025-03-11T03:27:40Z,0.60300705344173,0.80322323607101,0.30471202718109,116,2,NoFailure
2025-03-11T03:28:40Z,0.60275719018244,0.19848941107332,0.16006269538545,157,3,NoFailure
2025-03-11T03:29:41Z,0.60300953726121,0.50200423034811,0.092030296485399,496,2,NetworkIssue
2025-03-11T03:30:41Z,1,0.36226111331095,0.14705922767684,300,1,ResourceExhaustion
2025-03-11T03:31:42Z,0.61417810213863,0.43780570670279,0.3359765704166,115,1,NoFailure
2025-03-11T03:32:42Z,0.72711312803612,0.58050324194706,0.30317697126976,471,2,NetworkIssue
2025-03-11T03:33:43Z,0.69080035269864,0.63388767430849,0.2789836352444,76,0,NoFailure
2025-03-11T03:34:43Z,0.63027825026116,0.47757471127773,0.26314230932599,142,0,NoFailure
2025-03-11T03:35:44Z,0.43694615107193,0.11733193305544,0.50117215754427,250,1,NoFailure
2025-03-11T03:36:44Z,0.65179384409865,0.30699088388476,0.21770964090235,309,1,NoFailure
2025-03-11T03:37:44Z,0.34543495709249,0.67929993404003,0.39278194561161,105,1,NoFailure
2025-03-11T03:38:45Z,0.452636278652,0,0.3001912936021,480,0,NetworkIssue
2025-03-11T03:39:45Z,0.40292729043418,0.7374854303364,0.2939060488214,329,0,NoFailure
2025-03-11T03:40:46Z,0.51637482787726,0.60424599812891,0.41766375486167,70,1,NoFailure
2025-03-11T03:41:46Z,0.9629317133347,0.763235216306,0.44625303826914,247,0,ResourceExhaustion
2025-03-11T03:42:47Z,0.12654696148165,0.46028616262381,0.27604505431152,25,1,NoFailure
2025-03-11T03:43:47Z,0.6372520380749,0.087718915195419,0.37992027192421,462,1,NetworkIssue
2025-03-11T03:44:48Z,0.17745682576207,0.5860725283013,0.33638913621501,329,1,NoFailure
2025-03-11T03:45:48Z,0.40561362684211,0.75493062480767,0.30074371388099,292,1,NoFailure
2025-03-11T03:46:49Z,0.71779011939347,0.68494436110268,0.3204254942657,429,1,NetworkIssue
2025-03-11T03:47:49Z,0.51285600381909,0.36746170330239,0.23119911851552,363,1,NoFailure
2025-03-11T03:48:50Z,0.28445104441414,0.51735221509253,0.26939006066689,412,0,NetworkIssue
2025-03-11T03:49:50Z,0.35693925814801,0.39343274624402,0.24193647202473,21,0,NoFailure
2025-03-11T03:50:51Z,0.63591954978694,0.33614670716213,0.39013767164289,295,0,NoFailure
2025-03-11T03:51:51Z,0.35392667365657,0.69107771423597,0.29047988844589,110,2,NoFailure
2025-03-11T03:52:52Z,0.54329171791639,0.26049353774697,0.1702285975385,281,1,NoFailure
2025-03-11T03:53:52Z,0.50911436798076,0.32123671388368,0.22765627768369,261,1,NoFailure
2025-03-11T03:54:53Z,0.36967993047884,0.27919487330552,0,494,0,NetworkIssue
2025-03-11T03:55:53Z,0.92878881786507,0.20195049534019,0.25055073981179,394,0,ResourceExhaustion
2025-03-11T03:56:54Z,0.6267838044636,0.52928285836852,0.30376450650971,265,5,NoFailure
2025-03-11T03:57:54Z,0.094971482668479,0.7323006096964,0.2863864151133,491,2,NetworkIssue
2025-03-11T03:58:55Z,0.53729086295389,0.46302464875095,0.49801543515314,98,1,NoFailure
2025-03-11T03:59:55Z,0.36764270704632,0.19885043988717,0.3574906040915,330,1,NoFailure
2025-03-11T04:00:56Z,0.67048666695924,0.66798890794841,0.35304518530891,323,1,NoFailure
2025-03-11T04:01:56Z,0.34149585231346,0.83714035080699,0.13567309654297,77,0,NoFailure
2025-03-11T04:02:57Z,0.47705271170662,0.37075153517068,0.26353579458829,244,3,NoFailure
2025-03-11T04:03:57Z,0.60099745579609,0.40428914665646,0.25133371926763,445,0,NetworkIssue
2025-03-11T04:04:58Z,0.67315103883402,0.60313212601668,0.2213918801192,221,1,NoFailure
2025-03-11T04:05:58Z,0.25994071858884,0.82437474955701,0.22001193344867,424,4,NetworkIssue
2025-03-11T04:06:59Z,0.43309975283181,0.39603317085495,0.11918770460584,25,2,NoFailure
2025-03-11T04:07:59Z,0.40501093776781,0.23351004380036,0.17241467953187,49,2,NoFailure
2025-03-11T04:09:00Z,0.36933415348526,0.62628372125448,0.38740934027649,170,2,NoFailure
2025-03-11T04:10:00Z,0.85309084805622,0.65981361462846,0.28570853080068,55,2,ResourceExhaustion
2025-03-11T04:11:01Z,0.58099634219219,0.50122629008705,0.24935975817257,129,3,NoFailure
2025-03-11T04:12:01Z,0.24782320913299,0.38837334806851,0.29945886653473,140,1,NoFailure
2025-03-11T04:13:01Z,0.68357238941096,0.69887574619841,0.41673906787012,260,2,NoFailure
2025-03-11T04:14:02Z,0.92443123940253,0.60560720090959,0.30042105208758,278,2,ResourceExhaustion
2025-03-11T04:15:02Z,0.70649305211023,0.3463128966193,0.3540374130931,109,0,NoFailure
2025-03-11T04:16:03Z,0.1961260068092,0.50981894626113,0.21533951576117,437,2,NetworkIssue
2025-03-11T04:17:03Z,0.40315318542675,0.22965849359507,0.23813700492533,49,2,NoFailure
2025-03-11T04:18:04Z,0.75338222983732,0.63717809128758,0.33539768850637,485,1,NetworkIssue
2025-03-11T04:19:04Z,0.35846610687624,0.44755328612343,0.48926537083371,484,4,NetworkIssue
2025-03-11T04:20:05Z,0.58876388562925,0.41285783352305,0.44297748595149,256,0,NoFailure
2025-03-11T04:21:05Z,0.65492681068587,0.49342510296951,0.35828280694561,390,0,NoFailure
2025-03-11T04:22:06Z,0.31461390568438,0.50806153986605,0.31514337601607,189,1,NoFailure
2025-03-11T04:23:06Z,0.48809492878764,0.67898601231311,0.44010693556272,168,0,NoFailure
2025-03-11T04:24:07Z,0,0.61821810626504,0.37946783230451,393,2,NoFailure
2025-03-11T04:25:07Z,0.29512247173314,0.46871814424144,0.070633797762934,107,2,NoFailure
2025-03-11T04:26:08Z,0.44948636972137,0.6527336299438,0.19460691521448,23,3,NoFailure
2025-03-11T04:27:08Z,0.25044336360703,0.58014745073832,0.33381403253579,452,1,NetworkIssue
2025-03-11T04:28:09Z,0.82648226078633,0.41468007274279,0.1213032434449,271,1,NoFailure
2025-03-11T04:29:09Z,0.21397172440787,0.4750563683527,0.21024109952431,451,1,NetworkIssue
2025-03-11T04:30:10Z,0.4119911026606,0.47035542223138,0.2300185056342,492,1,NetworkIssue
2025-03-11T04:31:10Z,0.52614811545722,0.60105226863484,0.27438340937542,70,1,NoFailure
2025-03-11T04:32:11Z,0.78825465781322,0.42659547705567,0.27125697917738,43,0,NoFailure
2025-03-11T04:33:11Z,0.21282756976411,0.42191816271567,0.27108795728332,65,2,NoFailure
2025-03-11T04:34:12Z,0.73263275043099,0.89375146188679,0.38253075172403,135,4,NoFailure
2025-03-11T04:35:12Z,0.50204661220392,0.68794709634942,0.27347761345495,46,1,NoFailure
2025-03-11T04:36:13Z,0.30369826979041,0.34787986711497,0.26153698679288,114,0,NoFailure
2025-03-11T04:37:13Z,0.59242069485265,0.61418819878844,0.16508278958565,386,0,NoFailure
2025-03-11T04:38:14Z,0.53981193911469,0.52367001313104,0.40243462019858,454,1,NetworkIssue
2025-03-11T04:39:14Z,0.37995662456824,0.57831023505202,0.23285024860525,118,0,NoFailure
2025-03-11T04:40:15Z,0.513960416998,0.52746826491302,0.19129696719987,135,2,NoFailure
2025-03-11T04:41:15Z,0.42293728062765,0.73792852909705,0.3213090574869,295,3,NoFailure
